income,loan_amount,interest_rate,previous_loan_status,debt_to_income_ratio,credit_score,employment_type,co_applicant,institution_ranking,loan_status
1217026,1075799,14.060870604812605,1,0.8839572860399039,736,0,1,1,0
1859280,850101,5.121567714773868,1,0.45722053698205756,622,1,1,1,0
456687,1094257,11.740199190587926,1,2.3960765250598333,801,0,1,2,0
1974027,98320,5.51835799119729,1,0.04980681621882578,692,3,1,5,1
307450,1014918,10.48858665077356,0,3.301083102943568,898,0,0,4,0
371890,546758,7.876327290436782,1,1.4702143106832666,448,1,1,3,0
638741,1245225,8.067765995221412,1,1.9494990927465123,704,3,0,1,0
481974,1223930,8.529585034523565,1,2.5394108395888573,582,1,1,4,0
1648685,662297,11.212924490496102,0,0.4017122737211778,661,3,0,5,0
316381,498625,8.340499656687692,0,1.576027005414358,678,2,1,3,0
1721701,78625,12.326990505902804,0,0.045667046717170985,497,2,1,3,0
1820197,786400,9.045273855738696,0,0.432041147194507,855,2,0,5,0
334508,1384809,5.683532003099586,0,4.13983821014744,655,1,0,3,0
1978226,1135063,12.837598424841072,0,0.5737782235194563,839,1,0,5,0
1647687,1326647,7.85758324592706,1,0.8051571688069397,728,3,0,3,0
1399386,538011,9.327668795992626,0,0.3844621855585235,316,3,1,2,0
1541466,1410858,11.854438832219016,0,0.9152702686922709,678,3,0,5,0
1822241,1272471,8.32456157148712,1,0.6983000602005992,805,3,0,4,0
1040477,480424,5.5658565614671565,0,0.4617343775979671,375,0,0,2,0
560032,366205,8.739210470128135,1,0.6539001342780413,530,2,1,4,0
1246811,998163,14.444485826943033,1,0.8005728213819095,547,0,1,3,0
1618175,1097328,11.41734397298558,0,0.6781269022200936,601,0,1,4,0
1909536,151376,11.71479148667207,1,0.07927370837732307,514,0,1,2,0
1998596,883487,11.322821536376399,1,0.4420538217828916,457,0,0,5,0
1079611,817629,6.989921389594368,1,0.757336670337742,368,2,1,1,0
1420412,1380228,9.1833386410228,1,0.9717096166464378,692,0,0,4,0
929903,208056,12.509397983633182,0,0.22373946529906882,384,3,1,1,0
245714,684457,6.013728975531592,1,2.7855840530047127,566,1,0,4,0
1174339,610347,7.778527760897123,0,0.5197366348218019,368,3,0,4,0
1875810,512785,7.763191084658536,1,0.27336723868622087,646,1,0,5,0
830271,1082766,9.32018927594506,1,1.3041115491207087,722,3,0,3,0
1715536,579992,14.803687409421851,1,0.33808209212747503,473,3,0,2,0
1960427,1028080,5.675025466838219,0,0.5244163643940836,414,1,1,2,0
324123,778744,10.18700994380595,0,2.4026187589279377,519,2,0,2,0
1136093,792488,6.793646820122104,0,0.6975555698345118,330,0,0,3,0
1554204,685567,14.706765454097441,1,0.44110490000025737,822,3,0,1,0
1331565,732568,6.133035047274642,1,0.5501556439227525,642,2,0,2,0
1546932,692804,9.036010023615912,1,0.44785679008514917,676,0,1,1,0
1029957,572828,12.37884984834606,1,0.5561669079388751,429,2,1,3,0
378274,528366,12.045544280274452,0,1.3967811692053909,838,2,0,3,0
887995,771384,9.227286368939323,1,0.8686805668950839,301,0,0,5,0
1573928,1007386,8.465241679527182,0,0.640045796249892,400,3,0,2,0
611927,469139,8.976123785528706,1,0.7666584412846631,832,2,0,5,0
989852,569777,7.642762631586393,0,0.5756183752722629,357,3,1,2,0
331373,1474764,7.053329387067998,0,4.450465185757439,688,3,1,3,0
1687028,282549,9.8303969755889,1,0.16748329014100535,640,3,0,3,0
315294,534965,7.685337560676073,1,1.696717983849994,319,0,0,4,0
1235362,840546,7.874616648972501,0,0.6804046101466614,554,1,0,4,0
1708027,1032469,11.56756063474557,1,0.6044804912334524,616,3,0,3,0
848307,86321,14.685373316998922,1,0.10175679323641088,337,1,0,3,0
265726,385441,11.036372005593751,0,1.4505204609259161,836,1,1,1,0
341564,1343590,5.769794670649663,0,3.933640547598693,685,2,1,1,0
1626388,206498,5.75583613854067,0,0.12696724274896273,325,3,0,5,0
468246,1116348,14.51423220845566,0,2.3841057905459953,753,3,1,4,0
1954272,840144,7.972907903073336,1,0.42990126246499977,622,3,1,4,0
318015,444583,5.920669860824754,0,1.3979938053236483,812,1,1,3,0
1989250,288389,10.990445871503816,0,0.1449737338192786,312,0,0,3,0
454079,689430,11.23648778290266,0,1.5183040836506423,859,1,1,5,0
750929,1150500,11.485048201186881,1,1.5321022360303038,670,3,1,4,0
889944,1449872,7.674020278575413,0,1.6291721726310868,590,3,0,1,0
888105,1126299,5.151106842144751,1,1.2682047730842636,631,3,1,2,0
713758,808470,14.650153694544718,0,1.1326948349440566,560,1,0,5,0
1183609,714468,7.508930456911025,0,0.603635153162911,504,3,1,2,0
1614466,258786,11.760262880525474,1,0.16029200986580083,686,2,0,1,0
1217703,736684,12.066298698787095,0,0.6049783896401668,767,3,0,1,0
645101,1313008,11.100074170794857,0,2.035352603700816,714,0,1,2,0
236631,1078400,8.129073942136483,1,4.557306523659199,368,2,1,5,0
1321567,1238575,7.710962537640658,0,0.9372018217767242,771,3,0,2,0
1252590,930112,10.97668282702703,0,0.7425510342570194,403,2,0,5,0
1521813,408690,13.660956336116914,0,0.26855467787435117,460,3,1,5,0
1266646,989947,14.467337289233956,0,0.7815498568660857,499,0,1,3,0
1305534,129973,6.0590580440375765,1,0.09955543095775368,515,3,1,4,0
1330650,684122,6.5482861259771985,0,0.5141261789351069,511,2,1,4,0
1783593,1098173,14.447362587830796,1,0.6157082921944637,807,0,0,1,0
1424665,337681,12.365352283347926,0,0.23702484443711327,315,1,0,3,0
397392,544509,13.829938248297731,1,1.3702062447155454,797,0,0,4,0
358823,275049,7.026326341353432,0,0.7665311309475703,631,0,1,5,0
1223904,1367191,10.875858711094018,1,1.1170737247365807,850,0,1,5,0
1878728,216703,12.011395944174737,0,0.11534559553059304,900,2,0,2,0
1641578,814357,11.801118854469728,1,0.4960818188352914,555,0,0,2,0
1982005,797419,9.08151690866698,1,0.402329459310143,471,3,0,5,0
698863,1129924,5.153948916913085,0,1.6168032933493404,797,0,0,5,0
567654,1294380,10.829260568042631,1,2.2802270397108098,770,0,0,2,0
779036,185832,7.531015391796087,0,0.23854096601440755,683,3,0,4,0
730089,1393499,9.502542461428902,0,1.9086700388582762,888,3,1,1,0
1398838,333780,14.575810150838173,0,0.23861233395146544,806,1,0,2,0
1691481,1152127,8.990353176424346,0,0.6811350526550402,826,0,0,4,0
435362,454772,13.398016066644267,0,1.0445835879107501,624,2,0,4,0
1692785,621107,6.885406057492512,1,0.36691428622063643,513,0,0,4,0
1802456,1434490,11.724604980250287,0,0.7958529916957751,507,0,0,3,0
997079,1058559,14.770069544389434,0,1.0616601091789115,468,3,0,3,0
864076,470182,6.018931008729368,0,0.5441442650877932,629,1,0,4,0
419963,1311357,5.08319942227192,0,3.1225536535361447,579,0,1,5,0
680761,732347,9.335827926326143,0,1.0757769613711714,604,2,0,3,0
1497286,1072378,5.926254830513672,0,0.7162145375031891,445,0,1,2,0
420984,763708,12.483843496762313,1,1.8141021986583814,815,2,1,3,0
464512,598884,14.14548663848559,1,1.2892756268944612,389,3,1,5,0
801863,900538,9.340209727087588,0,1.1230571805906995,752,1,0,1,0
1517375,1075014,7.587116421554409,1,0.7084695609193509,359,0,0,3,0
1486125,1037471,9.344033190066098,0,0.6981048027588527,610,1,0,4,0
1842895,109182,12.23447817850001,0,0.0592448294666815,827,0,0,4,0
1732875,399307,5.09054161580371,0,0.23043035418019187,526,2,0,4,0
1860786,351454,10.894539894846972,0,0.18887394896565216,773,1,0,1,0
648982,1416808,11.13291684887379,0,2.1831237230000218,840,0,0,5,0
1372622,1238554,11.376882468959355,1,0.9023270791230215,378,3,0,2,0
606619,873346,7.420220799808773,1,1.4396944375299818,732,2,0,5,0
1280673,946782,12.140527233781267,1,0.7392847354476904,452,1,0,1,0
1196161,820188,5.913914863317764,1,0.6856836161687264,700,0,1,4,0
866326,308517,6.992703364668008,0,0.35612113684686825,578,1,0,5,0
849150,1005154,13.77470046654482,1,1.1837178354825413,356,0,0,2,0
1478805,1407133,12.387231507265664,0,0.9515338398233709,485,2,0,4,0
318834,187084,5.137455540113453,1,0.586775563459355,697,3,1,2,0
1342424,755475,7.483762603698002,1,0.562769288987682,457,2,0,3,0
1301497,632004,7.144064829931645,1,0.4855977386040844,658,1,0,2,0
905086,930179,7.708063280369726,1,1.0277244372357985,739,1,1,4,0
1899005,798013,7.475597702798864,0,0.4202269083019792,888,0,0,3,0
1954236,741738,5.625262957428458,1,0.37955395356548544,765,2,1,4,1
484821,1302078,9.589405165968204,1,2.6856881199452993,745,0,1,4,0
255609,194539,12.327334747861652,0,0.761080400142405,787,2,1,3,0
427897,474226,11.067317247174364,0,1.1082713830664856,829,1,1,2,0
1174165,1220575,11.728716685980798,1,1.0395259610020737,372,0,0,1,0
1279600,1213369,5.811491785362391,0,0.9482408565176618,316,0,1,1,0
1225715,1468897,14.514907101767871,0,1.198400117482449,830,2,1,1,0
1318889,62289,13.384918338430248,0,0.047228386922629574,625,3,0,1,0
1638533,750336,13.050903184956628,1,0.4579315765993117,845,2,0,5,1
384078,748956,13.229838050417674,0,1.9500101541874306,895,3,0,1,0
1606005,1355944,14.327105081327613,1,0.844296250634338,501,2,1,3,0
661243,136365,10.442539661136976,1,0.2062252454846403,643,1,0,1,0
1362208,804950,7.002820178676259,1,0.5909156310930489,822,0,1,4,1
1197639,225211,11.167836078525411,1,0.1880458134713382,699,2,1,1,0
451451,1278361,12.428814936679391,0,2.8316716542880624,517,1,0,2,0
203051,1171164,12.379173933540255,1,5.767831727004546,744,2,0,3,0
1952683,113646,10.214490241668802,0,0.05819992287534638,521,0,0,3,0
1625412,315798,5.684587193335781,1,0.19428797129589298,682,2,0,5,1
1204646,779532,8.711129384301278,0,0.6471046265873958,891,3,0,4,0
1860099,973945,14.207666084633573,1,0.5235984751349256,306,0,0,3,0
1171525,1218311,10.844489097574261,0,1.0399359808796227,571,3,1,2,0
1970348,205683,10.383319432557133,1,0.10438917389212464,315,1,1,1,0
389407,956323,7.688535143821936,1,2.4558443993045835,723,1,0,3,0
649395,682259,8.684489199165789,0,1.0506071035348286,823,2,1,2,0
1149597,586437,13.953460891531693,1,0.5101239825782427,320,3,1,1,0
662894,1460822,11.664630475268357,1,2.203703759575437,527,3,1,5,0
1460386,1419909,12.873870267523328,1,0.9722833552225234,587,0,1,3,0
1157238,616956,9.543454230676552,0,0.533128016881575,433,3,1,3,0
927975,1044170,11.30247219456158,1,1.1252135025189256,582,3,1,2,0
273523,662492,7.483836087432075,1,2.4220705388577928,703,0,0,4,0
1343052,261830,12.054608302834863,0,0.19495149852723498,365,0,0,5,0
1482417,1295077,9.276013337033373,0,0.8736253024621278,736,3,0,4,0
1003451,215140,9.425455148147456,0,0.2144001052368277,558,2,1,3,0
1229225,1239083,11.493223245768817,0,1.0080196872012854,402,0,0,4,0
1070045,275160,14.362806214689266,0,0.25714806386647293,866,0,0,1,0
422866,1281897,5.640063466086209,1,3.0314496790945595,400,3,0,5,0
1335248,611672,13.247432373470076,1,0.4580961738942878,497,3,1,4,0
1846711,571998,7.923831104121931,1,0.3097387734193385,525,0,0,1,0
1593470,656217,9.439194545063778,0,0.4118163504803981,762,3,1,2,0
1983570,125388,5.21913328775009,1,0.06321329723680032,536,0,0,4,0
228251,605689,8.01046077834313,0,2.653609403682788,325,2,0,5,0
1876345,568727,10.026312426301304,0,0.30310364032200904,420,2,0,1,0
1623286,282601,5.56176077347439,1,0.174091934508152,805,0,1,4,1
1798809,1226410,9.91095729383165,0,0.6817900066099292,481,0,1,2,0
1280793,1132660,14.271106288584273,0,0.8843427470325025,842,1,1,4,0
1256884,1350035,6.053932181078052,1,1.0741126468313702,614,1,1,1,0
1516669,155111,12.644407280755043,0,0.10227083167124798,572,3,1,4,0
383062,479667,9.096710533759927,0,1.2521915512371367,531,3,0,5,0
594366,212982,11.55173714524338,1,0.3583347634285945,719,0,0,3,1
944840,348185,7.602365979852293,0,0.3685121290377207,741,0,1,1,0
300235,1426401,6.594922625413583,0,4.750948423734741,795,1,1,1,0
1323316,284386,6.604626142712265,1,0.21490407431029324,323,1,0,1,0
578496,1442291,5.704919456431447,1,2.4931736779511007,408,0,1,1,0
950201,1295129,6.85646704901243,1,1.3630053009836867,801,2,0,4,0
1003328,511792,11.642193849889683,1,0.5100944058174396,324,2,1,5,0
1243233,551174,13.81690611843508,0,0.44333926142565394,486,3,0,2,0
377247,834625,13.141256855911617,0,2.2124099065068776,587,0,1,5,0
1911741,701844,11.851343098744842,1,0.36712295232460884,637,0,1,1,0
729525,245246,6.104318634111027,0,0.3361721668208766,336,3,0,4,0
1232751,296242,7.891874462959498,0,0.24030968135495326,436,1,0,4,0
1268632,561083,8.09806875322469,1,0.4422740400683571,807,1,1,1,0
376615,67633,7.499569463976212,1,0.179581269997212,526,2,1,4,0
387628,1062384,10.150056597097231,0,2.7407308037603064,619,0,0,1,0
838836,916964,10.355538148796725,1,1.0931385872804695,481,1,1,5,0
573632,99104,8.568859751711102,1,0.17276581501729332,385,2,0,3,0
1382991,1009125,8.53789158736436,1,0.7296685227886516,766,2,0,4,0
606716,913663,13.285555979060813,0,1.5059154530290944,352,2,1,1,0
646438,1166964,12.892928483196856,1,1.805221846487985,534,1,0,1,0
1802239,1191154,8.077958316807457,0,0.6609300986162213,732,1,0,4,0
865022,739115,14.137884438732593,0,0.8544464765057999,795,0,1,2,0
741252,614678,14.52815017002506,0,0.8292429565114158,399,0,0,1,0
1886293,1384431,8.267425420300409,1,0.7339427119752869,898,2,0,4,0
452764,1190234,8.544249487930548,1,2.628817662181622,702,2,0,1,0
914998,107993,10.056341534219587,1,0.11802539459102643,695,1,0,2,0
1715458,255768,14.411208125336735,1,0.14909604315582195,826,1,1,3,1
940427,1256861,13.763194331423115,1,1.3364790674874285,714,0,0,2,0
712153,821148,6.025679625835898,0,1.1530499766201925,762,0,1,5,0
267215,1072460,8.927307432714162,0,4.013472297588084,840,3,0,4,0
344356,843853,10.533711897497717,0,2.4505250380420263,663,0,1,2,0
403861,792296,10.0313247255154,1,1.9618036898834004,429,1,0,3,0
1202168,592015,6.938630679368927,0,0.492456129259804,383,2,1,1,0
555612,948850,13.588167711681546,0,1.707756491940419,570,3,0,4,0
1703181,1425828,11.769407829968372,1,0.8371558865440608,543,0,0,2,0
209435,307681,13.379083748518037,1,1.4691001981521714,687,0,0,3,0
647556,144018,13.587642793494721,0,0.2224023868205993,513,1,0,2,0
1948014,1485177,12.483558536657398,0,0.7624057116632632,465,3,1,5,0
1065264,1392630,9.392106012497173,1,1.3073097373045555,358,0,1,4,0
1824157,279104,11.105467550154245,1,0.15300437407525777,803,2,0,1,0
278781,892186,6.603654061197432,1,3.2003113555084455,422,1,1,3,0
391475,243510,11.736454174749078,1,0.622032058241267,712,3,0,2,0
360196,1208423,6.792532557392807,0,3.354903996712901,438,0,0,4,0
426507,504162,11.939495905101568,0,1.182072041021601,528,0,1,2,0
506063,874899,7.295981607539686,1,1.7288341570120715,573,3,1,4,0
964121,985129,6.1755130015022,0,1.0217897960940587,738,1,1,5,0
976665,1394613,6.6528449014295745,0,1.4279338360645666,861,3,0,2,0
1939183,1174905,5.0199213521907025,1,0.6058762891382607,417,3,0,5,0
1369748,1129583,12.187396178535302,0,0.824664828859031,782,1,1,3,0
1605478,1058806,12.324010490583792,0,0.6594958012504687,694,0,0,5,0
684963,744892,10.149333499132595,0,1.0874923171032596,759,2,1,4,0
1704544,1414973,6.613628010553837,1,0.8301182017008655,377,1,1,3,0
1567293,1110899,5.835543375106898,1,0.7088010984544689,711,2,1,2,0
1307677,947767,5.19128966437287,0,0.7247714840897255,374,0,1,2,0
1744548,1210932,6.6574817696522075,1,0.6941236354631687,594,3,1,4,0
488790,685232,13.908555349831467,1,1.4018944741095358,320,2,1,1,0
1090617,254451,7.4153684170168175,1,0.23330921854326495,470,0,0,1,0
747337,1377176,8.542713272172158,0,1.842777756219751,314,0,0,2,0
1983541,605655,6.053454844813332,0,0.3053402979822449,510,3,1,4,0
1608836,1153200,7.223613047481702,1,0.7167915188372215,859,3,1,1,0
1841249,453322,10.192245707802051,0,0.24620352814855567,385,0,1,5,0
850419,1333141,11.077526830956526,0,1.5676284278690857,448,0,0,2,0
633374,118008,7.45352314166211,0,0.1863164575748294,671,2,1,5,1
920777,427539,5.577321592251172,0,0.4643241523191826,779,0,1,4,1
1796153,166492,8.910328691273985,0,0.09269366251093308,450,0,1,5,0
1620946,122240,7.342033709263341,1,0.07541275279990821,440,2,0,1,0
1087225,1425035,7.195539232298019,0,1.3107084550116122,368,1,1,1,0
471967,1036753,14.598628027134552,0,2.196664173554507,559,2,0,3,0
391232,775947,11.16300485925724,0,1.98334236463275,820,2,0,2,0
1552695,322900,10.568784431720958,1,0.20796099684741692,670,3,1,4,1
209540,511227,9.157751035233218,1,2.4397585186599215,718,2,0,2,0
1789228,1397098,9.289443334301442,1,0.7808384398187375,400,0,0,5,0
1646403,185327,10.409050038380808,0,0.11256478517106687,542,0,0,4,0
751951,699991,11.964298070361073,1,0.9308997527764442,811,0,1,4,0
1300567,892981,12.021460961818295,1,0.6866089943847568,854,1,0,1,0
388751,215575,6.716939077054496,1,0.55453233560814,394,0,1,5,0
1614902,1093445,10.00112752076627,1,0.6770968145435451,525,1,1,1,0
1934913,543948,9.11958095034102,0,0.28112271714542203,817,0,1,1,0
818992,1405833,13.705269662693842,1,1.71654057670893,513,2,0,3,0
249115,279189,11.314189212183763,1,1.120723360696867,366,3,1,1,0
1601727,448465,10.325040664159818,0,0.27998841250725,695,0,0,2,0
943583,301051,6.153946421789174,0,0.31905089430394573,311,1,0,4,0
1440538,986705,11.056378893234115,1,0.6849558984212842,536,1,0,1,0
921747,699829,6.172039056802334,0,0.7592419611889163,698,3,0,2,0
1397719,763936,8.37206575565752,1,0.546559072317111,706,0,1,5,1
1963211,830641,6.4284196481433185,0,0.4231032731581068,779,2,1,4,1
736226,321830,11.920736470243689,0,0.43713479284893497,521,0,0,5,0
1152699,365507,7.062521138361526,1,0.31708798220524176,455,0,1,2,0
553824,409687,8.91859373188026,0,0.739742228578032,727,3,1,5,0
1252576,1274491,13.956747776187786,1,1.0174959443578673,457,0,1,5,0
925948,504179,7.043163833989703,0,0.5445003391119155,715,2,0,5,0
1087474,1080596,10.07805063958779,1,0.9936752510864627,625,1,1,1,0
1604330,92828,9.19271661166022,0,0.05786091390175338,670,3,0,1,0
451492,885036,5.181240410457297,0,1.960247357649748,643,2,1,1,0
1748098,322670,12.927581135728127,0,0.1845834730089503,561,1,0,4,0
691072,1124168,5.6904590631459975,0,1.6267017040192628,582,3,0,2,0
1286880,341126,9.742550209769536,0,0.265079883128186,528,3,0,1,0
704999,836639,10.6067829493895,1,1.1867236691115874,579,1,1,5,0
531593,1330617,11.284264566145872,0,2.5030747206979775,589,1,0,5,0
807274,1449453,11.886316293078757,1,1.7954907503524207,346,2,1,5,0
351836,804296,7.53272383522715,1,2.2859968849122887,513,0,0,5,0
308940,174982,5.099787766584494,1,0.56639476921085,323,0,1,3,0
1203531,1355487,12.234436623549119,0,1.1262584844096246,620,0,0,4,0
1024926,1167195,10.356565993475787,1,1.138809045726228,573,0,1,2,0
1514093,358623,13.361177032072488,0,0.2368566527947755,855,0,0,2,0
867521,1249751,13.213883629006943,1,1.4406002851804163,612,2,0,1,0
1870396,220963,13.433261677878832,1,0.11813701483536107,662,3,0,3,1
1079090,1240402,9.850946599795401,1,1.149488921220658,679,2,1,2,0
585777,917869,8.336283958368657,1,1.5669256389376844,769,2,0,4,0
1873250,1197116,12.9155820259137,1,0.6390583210996931,415,2,0,5,0
751638,909414,9.51294113029255,0,1.2099095575263625,341,3,0,1,0
1865872,236994,6.834421964034345,1,0.12701514358969962,678,2,0,4,1
749639,360375,13.549740195614744,1,0.48073139204337023,505,2,1,2,0
812956,79301,13.825598767723474,0,0.09754648468059772,765,3,0,3,0
838873,1321300,9.6630975614017,0,1.5750894354687777,579,2,0,1,0
1586073,1094327,5.756997273097875,0,0.6899600459751852,417,0,1,2,0
1456445,243783,8.878260899169312,1,0.16738222177974452,536,1,1,1,0
265953,68752,13.035376594626033,1,0.25851184231800356,608,2,1,2,0
700328,1065416,14.017740285462287,1,1.5213100147359524,755,1,0,5,0
203267,787565,7.034727424975959,1,3.8745344792809457,774,2,1,3,0
282745,718755,5.669736120252715,1,2.5420608675661813,399,2,1,5,0
1024945,267029,13.773504531328387,1,0.2605300772236559,560,0,1,2,0
357164,957669,8.894049389788753,0,2.681314466183602,604,3,0,4,0
735626,1154849,10.417609642675632,0,1.5698860562296602,653,1,0,5,0
331484,1357079,14.680658120507589,1,4.093950235908822,585,3,0,4,0
731831,1218544,5.665647279142228,1,1.6650620156839488,627,0,1,2,0
1092323,427844,11.483180074520956,1,0.3916826799399079,402,0,0,3,0
1309268,60699,5.7410542257486705,1,0.04636102005089867,362,1,1,4,0
1468732,1294709,8.754689284665004,1,0.8815148032452483,581,3,1,2,0
1472568,584003,13.038145451934467,0,0.39658813718619446,740,0,1,4,1
716771,1117745,9.334722327556344,0,1.5594171639198573,592,2,0,5,0
1030857,568652,14.971823539029504,1,0.5516303425208346,306,2,1,2,0
763044,168413,10.590592849466022,0,0.22071204281797643,391,2,1,5,0
743176,1366502,8.211621526359535,1,1.8387326824332324,489,3,0,1,0
891095,1223057,7.201113259047531,1,1.3725326704784562,775,2,1,2,0
1033727,265400,8.505205342861618,1,0.25674089967660707,810,2,1,4,1
1234978,1082532,8.725332737595508,0,0.8765597443841104,761,0,1,1,0
1362928,609873,5.68713677723961,0,0.44747264712442625,352,0,0,5,0
1069474,1277512,8.695741994267731,1,1.1945236630343514,785,2,1,5,0
285999,442136,9.64238519739225,0,1.5459354752988648,789,2,0,4,0
1266531,439954,12.227377522388046,0,0.3473693103445553,663,0,0,1,0
270640,88067,11.567294847216079,1,0.3254027490393142,411,1,1,3,0
396582,68073,12.087656552291541,0,0.17164924277955126,708,3,1,4,0
1992662,86035,5.083636818768571,0,0.043175912422678805,306,3,1,5,0
600573,1294625,7.176673995805361,1,2.1556496878814064,496,0,1,2,0
1674271,283782,11.616842883998565,1,0.1694958581973886,666,3,0,1,0
261476,664661,9.839893681797472,0,2.5419579617249766,549,0,0,3,0
1555531,664805,5.053134756683459,1,0.4273813893776466,894,0,1,2,0
1415856,776331,13.044946424318223,0,0.5483121164864223,539,0,0,1,0
875510,111929,12.728095732903373,1,0.12784434215485832,679,0,1,4,1
1844044,807771,10.484191629935626,1,0.4380432354108687,770,1,1,4,1
898646,935296,5.664633257762722,1,1.040783578850849,754,2,1,1,0
837144,717689,12.665150495325847,1,0.857306508796575,665,2,1,3,0
614568,830965,10.837135877313639,0,1.352112378125773,589,1,0,1,0
1434717,337313,12.819599771579592,1,0.2351076902274107,702,3,0,2,0
1098320,137468,12.517469923958405,1,0.12516206570034233,357,3,1,2,0
834736,1133170,13.03002071957837,1,1.3575190239788388,820,2,1,4,0
1787261,241703,10.180080664046248,0,0.13523654351546865,603,3,0,1,0
1426607,1143609,6.40324518193515,0,0.8016286195146947,414,2,0,4,0
1168021,1040669,11.711574733796887,1,0.8909677137654203,509,2,0,3,0
1367756,1172437,11.204737850519706,1,0.8571974825919243,340,1,1,2,0
266234,757650,12.422531871990872,1,2.8458048183177205,472,3,0,5,0
1812818,343894,6.698810060507353,1,0.1897013379169889,533,1,1,5,0
378352,1176798,6.949751999002892,1,3.110325834143866,889,2,1,1,0
1328035,686308,13.904095172193285,1,0.5167845726957497,702,2,0,1,0
609995,843153,12.499777984520708,0,1.3822293625357585,338,2,1,5,0
395004,594897,14.08228488700323,1,1.5060531032597138,418,0,0,1,0
666152,1302557,12.587153211639208,1,1.9553450263603502,634,0,1,2,0
1973832,154211,10.97155305990302,1,0.0781277231294254,635,0,1,3,0
1307739,1284897,11.541327370278736,1,0.982533211902375,838,1,1,3,0
1724429,537689,13.891279239400099,1,0.31180698074551055,373,2,1,4,0
251934,973160,10.788067545119405,1,3.8627577063834178,490,3,1,2,0
1968831,910952,11.323913243283874,0,0.4626867415232694,623,1,1,1,0
625523,900741,6.564767160036006,0,1.439980624213658,446,1,0,1,0
1040530,1128560,9.739212201161028,0,1.0846011167385852,583,1,0,4,0
1702713,1104477,12.163971119580989,0,0.648657172406624,512,3,1,4,0
205486,212624,7.709426983163654,0,1.0347371597091772,693,2,0,1,0
1387983,1320893,7.022541805245349,0,0.951663673114152,638,0,1,1,0
1073332,1391775,8.138268082244156,1,1.2966863933992465,321,2,0,2,0
1898884,743045,7.415006279928335,1,0.3913061566688644,404,2,0,4,0
1239458,1041469,7.149126370363959,1,0.8402616304868741,765,1,1,2,0
1875659,195788,9.24850842868087,1,0.10438357931798904,758,1,0,1,0
420184,688387,14.07838513883534,1,1.638298935704358,731,1,1,5,0
866490,585426,10.070596467387183,1,0.6756292628882041,520,0,0,5,0
1598228,740658,6.87920380815323,0,0.46342449262558283,678,0,1,1,0
1891188,1018616,5.769716693808741,1,0.5386117086191325,521,0,0,4,0
522710,73429,11.961561451379252,0,0.1404775114308125,557,2,1,5,0
397775,1300956,8.827987644363878,0,3.2705826158003894,666,1,0,4,0
489336,822577,13.218309465853594,1,1.6810065067765299,648,3,1,5,0
987494,1343703,11.595107686407701,1,1.3607201664010111,524,2,0,4,0
1856940,937700,12.962414505413685,1,0.5049705429362285,535,0,1,5,0
1338356,1115923,7.7194603941844875,1,0.8338013204259555,482,3,0,4,0
1401193,606110,11.92358922461058,1,0.4325671053166837,743,3,1,2,0
745977,1014163,7.640619846937188,1,1.359509743597993,305,1,0,4,0
1599181,965387,14.390684794502915,1,0.6036758815918899,535,3,1,2,0
1112606,57967,11.363742815333744,0,0.052100204385020395,426,0,1,2,0
1089465,275371,8.245118001753422,1,0.25275800507588586,403,1,1,1,0
733636,1307100,7.695118622922727,1,1.7816737455631948,779,3,1,2,0
1141218,1263261,6.9092658507164355,0,1.106941005136617,454,1,0,3,0
238102,602467,11.946409588937279,1,2.5302895397770704,556,3,0,2,0
274460,301537,7.1871561299792734,1,1.0986555417911534,534,2,0,4,0
1613354,891531,10.953032659274891,0,0.552594780810659,799,2,1,2,0
1338506,914645,7.646350269253573,1,0.6833327605554252,588,0,1,4,0
1779665,1478127,11.619689447938686,1,0.830564741117008,809,2,1,4,0
1876014,985772,13.149397285405392,1,0.5254608974133456,851,2,1,3,1
1976203,521082,12.780252431446531,1,0.26367837717076636,868,2,1,2,0
379208,110545,12.608513309307817,1,0.2915154743570811,597,3,0,2,0
1403273,1333131,6.877224056922521,1,0.9500154282167476,436,3,0,5,0
413945,273894,5.883849469845187,0,0.6616676128471174,675,1,0,5,0
431915,777506,11.989488284873856,1,1.800136600951576,386,3,1,1,0
927952,1039470,8.683472137943513,1,1.1201764746452403,718,2,1,4,0
408124,1400642,9.323462264033473,0,3.4319030490733207,498,3,1,3,0
637477,1457753,5.31149092793391,0,2.286753875041766,762,0,1,5,0
725830,1465512,7.595764492750492,1,2.0190843585963654,736,1,1,2,0
1532397,300497,5.33676403874464,0,0.1960960508275597,609,1,1,1,0
1426380,1023181,13.791857726012477,1,0.7173270797403216,895,3,1,3,0
1954279,1069658,7.4339668321853045,1,0.5473415003691898,580,2,0,2,0
239081,751692,10.573371695730081,0,3.144089241721425,622,1,0,2,0
918216,956295,5.389793206611304,1,1.0414706343605427,451,0,1,4,0
555249,1254680,11.66847391305658,1,2.2596708863951127,601,0,1,4,0
1468506,743206,8.230273457540939,0,0.5060966724003851,577,1,1,5,0
1005497,1143512,13.979191869576658,0,1.1372604791461336,307,2,0,5,0
717313,735154,13.881181889340358,0,1.0248719875423977,534,2,0,2,0
1463108,1300632,8.252906183617478,0,0.8889514649636254,860,3,1,2,0
812380,275469,14.009608956904678,1,0.3390888500455452,601,3,0,5,0
