income,loan_amount,interest_rate,previous_loan_status,loan_approved,default_risk_score
800530,840944,11.51,1,1,78.81
1427165,300703,11.62,0,0,31.45
1751814,1246278,9.04,1,0,51.67
1277833,167907,8.17,0,0,26.75
680488,255591,14.34,1,0,48.96
635423,443852,12.9,1,0,63.7
1392929,1035461,6.14,1,0,47.34
523390,573869,6.2,1,1,72.19
463579,1308209,14.23,0,0,100.0
1478523,847783,5.81,1,1,44.91
1480334,677915,11.88,1,1,50.68
1864221,1226957,7.27,1,0,47.97
1406308,1456427,5.35,1,0,63.33
1199701,1036684,5.6,0,0,57.16
1131011,1442398,8.74,1,0,79.31
1976531,647597,5.78,1,1,28.22
1856671,717861,10.97,1,1,45.3
1687331,949145,11.47,1,1,46.75
338563,86382,8.73,0,0,34.27
983066,796714,12.43,1,0,67.67
1754623,912219,9.9,1,1,48.49
905552,1121917,9.3,0,0,76.19
526032,1324856,9.07,1,0,100.0
797897,1299516,9.31,0,0,100.0
972800,455218,14.68,1,0,49.0
1502549,660108,11.81,1,1,46.9
1531673,1158525,8.15,0,0,56.95
1625402,458916,12.34,0,0,36.11
1762833,784665,8.3,1,1,40.84
1927757,533075,6.26,1,1,22.0
1679359,1040003,9.75,1,0,50.45
1363950,562472,12.51,1,0,43.98
749148,377370,8.78,0,0,44.2
876555,881599,13.69,0,0,81.56
801763,1307427,8.87,0,0,95.53
684090,1257587,8.5,1,0,100.0
1073698,504581,14.98,1,0,52.69
876787,117381,9.82,1,1,24.57
1537803,883142,13.05,1,0,54.62
942406,328910,13.05,1,0,47.36
1043804,152416,14.26,0,0,40.56
848074,1147034,5.85,0,0,74.35
1161568,892653,7.71,0,0,56.23
1780677,401637,12.68,1,0,37.79
1280174,1078212,10.63,1,0,68.32
1754510,477562,10.6,1,1,30.71
1865970,953282,6.66,0,0,41.98
489226,227946,7.81,1,0,43.26
1015673,993652,10.21,1,1,73.46
427286,1130109,7.77,1,0,100.0
637785,944576,7.1,1,1,86.53
1260321,1483122,5.88,1,0,72.0
1012461,914899,6.56,1,1,56.36
1392673,313503,12.69,0,0,35.76
432732,169119,12.19,1,0,43.38
1918224,271140,5.46,0,0,16.01
813474,1381064,7.03,1,0,97.37
1124044,954931,10.6,0,0,58.75
1084200,381922,8.23,1,1,32.04
413030,332745,13.23,1,0,66.46
924238,1344416,12.85,0,0,95.16
1814710,1461733,13.92,1,0,71.17
1218652,1391502,10.63,0,0,78.73
1586652,493035,8.52,0,0,35.52
348554,1051920,11.06,1,0,100.0
485555,409267,5.89,1,0,57.13
644191,960657,5.1,1,1,89.35
1702337,713440,5.17,1,1,29.82
1754094,1056247,9.08,0,0,46.11
1589517,739317,7.28,0,0,39.28
514451,408332,6.57,0,0,54.19
1120597,801240,11.15,1,1,54.18
1532762,171292,14.95,1,0,39.76
1825794,140570,6.78,1,1,17.2
972944,534540,10.46,0,0,51.03
1686205,1045791,6.2,1,0,42.0
968747,173791,14.34,1,0,35.27
424695,1014986,7.92,0,0,100.0
1084315,565689,13.78,1,0,51.39
1544476,934807,7.83,1,1,50.86
1301844,806349,13.06,1,0,58.67
1681006,780281,7.09,0,0,40.42
1461519,1469600,7.93,1,0,70.72
1670394,412470,6.92,1,1,21.98
908691,196903,7.64,0,0,22.76
773189,95708,13.35,1,0,37.17
1610706,1463126,11.39,1,0,68.84
1443064,1265442,9.06,1,0,63.31
1936132,1420092,14.72,1,0,65.39
590530,533157,9.65,0,0,67.59
862784,1268385,14.7,1,0,100.0
441531,183692,6.97,1,0,38.0
1495269,544166,14.05,0,0,51.22
1194465,808529,5.14,1,1,45.59
1119484,1264705,10.45,1,0,77.67
903650,1007642,9.23,1,0,72.87
1799295,784750,10.25,0,0,39.25
1486936,103024,10.53,1,1,26.09
544855,1273759,8.89,1,0,100.0
1755979,1253722,14.98,1,0,70.22
1274961,592112,14.77,1,0,54.24
631374,568534,14.62,1,0,78.86
1664811,98926,14.79,0,0,30.27
480783,1266508,12.93,1,0,100.0
1334106,325119,14.89,0,0,43.09
483707,911309,13.92,1,0,100.0
577816,731908,9.16,1,1,78.44
1678236,413114,12.85,1,0,38.01
1186420,533791,14.12,0,0,51.43
1650503,744096,12.13,1,0,45.73
1978254,111562,9.23,1,1,18.81
545114,1401129,5.66,1,0,100.0
443373,846266,13.1,0,0,100.0
547697,575128,14.53,1,0,78.1
1410355,784769,8.62,0,0,43.27
1418758,81568,6.52,1,1,20.11
1246914,847278,8.27,1,1,51.16
1965724,711259,10.83,1,1,38.48
1855743,660326,8.17,0,0,33.16
1156331,1295749,11.11,1,0,81.63
1486836,1006277,14.67,0,0,58.45
1123159,179789,11.71,1,1,26.54
1171129,1468180,8.63,1,0,75.4
1919187,551994,14.36,1,0,42.79
846701,124723,10.66,1,1,29.5
986958,813043,6.28,0,0,54.99
530904,416338,9.99,1,1,61.5
1296413,971815,11.54,0,0,57.46
718349,757494,13.38,1,0,77.11
984838,842515,14.36,0,0,68.93
997968,1443196,8.17,1,0,85.14
1801405,1085211,6.56,0,0,40.69
279083,142416,5.74,0,0,38.13
758819,697122,12.38,1,0,69.36
1519432,845818,12.95,1,0,56.41
1614821,365315,9.09,1,1,29.86
1847608,200594,8.96,1,1,20.47
977147,770892,14.54,0,0,68.2
1248382,534976,14.17,0,0,50.7
854037,1132121,7.33,1,0,84.6
1238836,235151,12.81,1,0,38.45
1041047,85790,11.23,1,1,25.85
806791,625300,6.54,1,1,53.31
1502922,167827,8.57,0,0,20.7
809996,1079625,6.77,1,0,81.51
915472,1358699,7.95,0,0,94.24
1875335,1112836,11.15,1,0,53.22
1244244,246211,8.75,1,1,25.43
978513,485892,8.94,1,1,44.15
1406237,190547,10.4,0,0,31.6
1933951,1308062,5.87,0,0,41.93
360081,196192,12.39,0,0,51.85
588590,314130,9.02,1,1,42.94
1965982,737790,9.8,1,1,35.78
1093093,812857,14.74,0,0,65.62
881503,1154055,8.44,0,0,81.28
1254730,442977,11.48,0,0,37.72
877164,1362896,8.93,1,0,94.58
1159192,658546,13.94,1,0,57.62
1312864,1337999,13.47,1,0,73.15
251195,427332,7.42,1,0,100.0
482725,134153,11.92,1,0,35.69
645864,833930,5.65,1,1,77.1
492231,470331,14.63,1,0,74.87
905290,808272,8.49,1,1,60.56
364053,1176018,13.32,0,0,100.0
793586,1155700,8.18,1,0,90.29
1979240,361896,11.33,1,1,34.51
1685200,1358064,14.84,0,0,72.89
1288075,128947,13.77,0,0,32.73
1636536,911148,6.6,0,0,36.79
645485,491209,10.47,0,0,59.57
1942495,146496,8.49,0,0,20.53
1493774,875329,9.34,1,1,45.13
1716111,1018410,8.35,0,0,41.47
1869211,363760,8.36,0,0,24.61
1559507,1360613,10.43,1,0,62.08
1546208,551935,6.92,1,1,31.52
536585,420134,10.37,0,0,62.5
1978599,1320612,7.79,1,0,48.34
222431,744934,7.89,1,0,100.0
1572401,1090835,12.39,1,0,56.68
1443131,385076,5.3,0,0,21.15
847008,319482,8.81,1,1,37.52
773441,1272366,9.08,1,0,100.0
468512,1242148,9.85,1,0,100.0
1098792,192617,11.69,0,0,33.88
376076,635768,8.7,0,0,100.0
1468300,710601,7.13,1,1,40.14
1829849,1318962,13.85,0,0,66.33
1563046,990325,14.81,0,0,64.96
1881601,54695,5.2,0,0,6.93
1984997,782426,10.46,1,1,44.48
878758,1080120,8.42,0,0,75.45
953753,1084780,7.77,0,0,76.53
250861,887366,8.36,1,0,100.0
1586617,1482002,11.39,0,0,69.04
1461553,1190467,6.91,1,0,58.88
851406,520076,14.13,1,0,54.9
921001,799045,9.66,1,1,65.15
209078,1167330,8.26,1,0,100.0
524912,922109,12.66,1,0,100.0
1823911,1494629,5.16,1,0,55.68
1058058,437405,9.32,1,1,35.49
1044092,563904,8.55,1,1,46.85
1167290,1082120,8.38,0,0,61.95
1643717,417482,8.37,1,1,32.55
415048,614365,5.31,1,0,87.13
960581,392059,6.52,1,1,34.78
1890696,1340080,6.42,1,0,52.67
1116838,1053852,14.89,0,0,72.95
849438,1390389,5.22,1,0,95.27
1405663,885056,6.67,1,1,46.53
233320,731376,14.74,0,0,100.0
527025,192108,11.28,1,1,41.25
815115,1006740,9.51,1,0,82.22
1761863,1243669,5.79,1,0,49.24
564359,873375,11.7,0,0,97.65
1143793,163694,6.38,1,1,15.94
1508507,284456,11.71,0,0,28.87
1143187,262079,14.79,1,0,38.98
606845,1342845,10.32,0,0,100.0
1797690,493232,7.14,1,1,28.35
300734,466460,11.25,1,0,99.42
357702,173351,10.13,0,0,48.42
954122,351129,10.33,1,1,41.23
1425811,1071480,9.78,1,0,54.19
1347087,890268,11.74,0,0,51.98
1183939,879297,10.72,1,1,60.67
1522373,103811,14.87,1,0,36.61
1931897,316145,13.26,0,0,36.71
806229,102635,7.65,1,1,23.1
929497,70946,12.26,1,0,25.83
298818,1033638,7.14,1,0,100.0
1173950,670140,12.82,1,0,56.43
352360,1451823,6.48,0,0,100.0
819369,535260,9.74,1,1,51.91
761165,1216305,12.91,1,0,100.0
573706,744519,7.8,1,1,80.79
1132817,1384391,13.37,1,0,88.58
1460533,721810,11.44,1,1,47.94
272715,1011862,8.98,1,0,100.0
341398,1418533,9.23,1,0,100.0
1882955,146748,14.26,1,0,37.38
1767628,1498598,7.18,1,0,57.98
1381208,679021,11.93,1,1,50.97
1065580,1008395,12.07,0,0,68.38
283186,1225441,14.22,1,0,100.0
1935826,1444271,12.13,1,0,56.64
1399670,965767,10.84,0,0,51.49
794604,351364,14.03,1,0,48.39
1276956,1377878,13.29,1,0,80.2
834486,917424,12.17,1,0,80.07
464500,995092,5.33,1,0,100.0
270326,205260,8.74,1,0,58.16
1078879,1322263,11.32,0,0,81.92
839282,370974,10.22,1,1,44.98
420971,62419,8.19,1,0,24.29
1006481,1445652,6.44,1,0,87.49
1717509,431856,10.53,0,0,32.74
1417060,813361,7.86,1,1,40.34
1231519,660937,7.33,1,1,42.68
989352,434793,8.99,1,1,40.52
684410,1371856,12.85,1,0,100.0
1590281,898934,9.88,1,1,44.64
425314,1260933,7.16,1,0,100.0
1687292,1098025,6.17,1,0,44.62
1828094,1221744,9.99,1,0,52.19
1740448,109155,12.94,0,0,31.96
716998,1115487,11.53,1,0,100.0
1147531,895484,7.32,1,1,55.8
1768560,512326,9.37,1,1,29.06
665757,806983,13.55,1,0,86.16
1623060,329934,6.78,0,0,19.19
708062,526377,10.32,1,1,56.25
1832185,448422,8.56,0,0,30.84
332028,171937,6.24,0,0,38.56
431447,1183629,5.5,1,0,100.0
1060563,1410670,10.56,1,0,88.14
1689700,428355,5.21,0,0,23.65
1195843,1398416,6.03,1,0,70.64
826045,1068696,8.48,1,0,80.29
1681235,1035730,5.44,0,0,41.15
501207,1089474,9.0,1,0,100.0
1624945,367545,6.3,1,1,27.25
1627120,1295874,8.5,0,0,60.71
1591538,599391,12.91,1,0,47.31
466847,477479,11.26,1,0,74.49
920488,1410764,9.45,0,0,96.22
796387,1124401,5.92,1,0,82.14
619065,547393,11.19,1,1,63.9
887220,1135847,6.64,1,0,76.13
231585,1175832,5.77,1,0,100.0
1663807,1165009,11.64,0,0,54.75
1195043,787990,14.12,1,0,61.64
1816449,1200575,9.61,1,0,55.93
489102,806350,5.41,1,0,92.78
1536737,612834,13.8,0,0,48.6
1635397,890597,5.67,1,1,41.85
1162854,900122,13.68,1,0,66.54
479922,496880,8.92,1,0,71.92
900601,525551,8.65,1,1,44.95
1290805,780559,10.43,1,1,53.43
1335228,571727,14.57,1,0,45.96
1114699,86948,13.99,1,0,28.41
449474,403351,9.7,0,0,65.64
1952300,913204,11.96,1,1,46.8
1112935,596312,10.8,0,0,51.67
460116,829521,11.93,1,0,100.0
1071310,1332322,13.29,1,0,91.43
1144994,461373,5.34,0,0,27.22
720985,1449273,8.26,1,0,100.0
219975,1330325,14.59,1,0,100.0
357795,1058507,14.49,1,0,100.0
1665071,676776,5.11,1,1,33.43
1457949,671029,7.01,1,1,41.51
1129065,281773,14.94,1,0,46.54
1224939,1032099,9.93,1,0,59.37
1445709,1438930,10.73,1,0,72.95
1074829,1272742,6.66,0,0,73.0
1953089,1062889,13.94,0,0,57.34
1543862,447751,7.31,0,0,28.99
1837188,566031,6.9,1,1,28.9
1424613,97367,7.28,1,1,21.8
588076,984622,14.2,1,0,100.0
860008,718640,12.03,1,0,68.72
890493,457962,12.69,1,0,53.14
1168181,414716,8.77,1,1,37.07
820347,627539,14.09,1,0,61.99
1212092,1183397,12.89,1,0,77.09
822605,294697,12.51,0,0,44.31
925495,1108783,14.71,1,0,87.35
1545766,776487,8.66,1,1,45.64
1688856,1126333,11.11,1,0,58.89
301459,983730,14.1,1,0,100.0
961985,504623,12.91,1,0,51.23
400422,870254,10.63,1,0,100.0
1350096,1360646,5.76,1,0,65.97
785560,91340,11.53,0,0,27.04
947512,292955,10.27,1,1,38.97
716123,1019738,6.84,1,0,89.8
1578369,942743,13.82,1,0,59.02
526818,1463285,8.43,0,0,100.0
1236548,1093131,8.87,1,0,62.1
344832,478373,11.72,1,0,89.33
352999,1380657,9.89,0,0,100.0
548619,1014211,5.89,1,0,100.0
261367,1371939,8.87,1,0,100.0
953315,1107975,5.94,1,0,71.61
605804,701021,6.91,0,0,68.19
1108182,804208,5.07,1,1,51.27
957038,995161,6.81,0,0,62.24
1484382,856479,8.3,1,1,45.97
1104586,281615,10.38,1,1,35.2
1956169,659981,14.19,0,0,48.44
1293314,675219,10.4,1,1,46.5
757685,1039658,12.06,1,0,97.07
1592909,187852,8.58,1,1,22.86
1587087,1387770,12.52,1,0,66.28
1242377,647839,11.2,1,1,49.4
402332,380810,9.6,0,0,68.11
582729,103010,6.94,0,0,22.79
1360029,1330660,8.04,1,0,67.33
1268392,1372248,11.21,0,0,75.72
1159744,957272,9.26,0,0,54.83
1123780,230680,13.89,1,0,35.69
969299,449130,7.35,0,0,42.33
1665291,1446728,5.73,0,0,57.53
1206080,586364,10.89,0,0,42.98
571000,953057,13.86,0,0,100.0
413567,119835,8.65,1,0,30.3
1763509,572757,11.48,0,0,42.56
795923,686712,7.31,1,1,53.82
416184,713478,10.58,1,0,100.0
498090,1352970,12.87,1,0,100.0
517348,369055,13.67,0,0,65.27
1431534,1040993,6.05,1,0,43.46
1189156,153088,8.56,1,1,21.33
1526283,1009296,11.4,0,0,57.66
292324,1263575,5.35,0,0,100.0
423536,312530,11.91,1,0,63.5
1520567,1390740,10.28,1,0,62.87
226155,267767,7.89,1,0,75.29
541815,1159970,13.15,1,0,100.0
1889755,696004,7.9,0,0,35.61
660494,237486,14.91,1,0,44.11
349381,1022320,13.16,0,0,100.0
1380267,1341132,12.08,1,0,71.02
1724986,1476360,5.61,0,0,53.03
643324,416590,14.04,0,0,60.44
234707,1268383,12.9,1,0,100.0
1137841,144702,7.29,1,1,20.63
1767053,155509,8.92,1,1,17.7
1970440,405752,7.69,1,1,24.11
1951550,1212886,14.84,0,0,56.37
946788,882234,13.54,1,0,69.85
553299,608910,14.3,1,0,79.55
1407068,159935,12.89,1,0,28.04
1722688,310440,9.56,1,1,31.26
370102,1216495,7.05,0,0,100.0
594274,970101,7.08,0,0,95.85
417285,1008101,6.52,1,0,100.0
1586980,746314,10.47,1,1,49.07
1408052,119519,14.2,0,0,31.82
958842,761475,14.92,1,0,68.22
1222788,1010655,7.87,1,0,61.84
1409504,1355163,11.97,1,0,74.73
1913136,1246688,10.97,0,0,57.29
1050610,94772,9.89,0,0,25.29
496141,172431,11.66,0,0,40.77
1143115,932522,8.71,1,1,58.71
1892137,244904,14.44,0,0,36.87
1945171,208988,12.05,1,0,28.24
1497076,881303,12.54,0,0,57.34
1938993,564743,7.42,1,1,33.5
1380887,89080,6.69,1,1,17.32
445546,156242,8.94,0,0,34.23
1445309,879154,12.67,1,0,57.71
851233,564080,14.39,1,0,58.73
1818136,1127624,9.27,1,0,54.24
1241592,977281,12.74,1,0,66.42
346470,1415431,9.7,1,0,100.0
844318,217403,7.95,1,1,29.07
1567223,306392,12.39,1,0,37.06
1255146,70968,12.98,1,0,26.57
530929,1332993,7.03,0,0,100.0
1781974,826230,8.05,1,1,39.17
1747691,1008298,9.95,1,0,52.08
279141,1440179,6.87,1,0,100.0
212115,886624,14.29,0,0,100.0
1287638,643453,10.91,1,1,45.88
1009343,904082,6.21,1,1,52.8
1876925,796470,6.84,1,1,32.94
1543276,203329,14.54,1,0,33.81
590479,1199164,12.38,1,0,100.0
1774833,1464076,12.34,1,0,70.74
1030185,827110,5.72,1,1,48.68
597686,1412392,13.95,1,0,100.0
1370439,1030812,9.44,1,0,61.26
996657,782943,11.6,0,0,61.55
1749652,1382833,14.6,0,0,67.21
847296,1361414,6.0,1,0,88.44
1749302,65588,9.82,1,1,24.05
1225799,767116,5.5,1,1,41.76
1927132,507301,10.0,1,1,34.55
1878687,816719,7.52,1,1,36.87
1000101,295456,14.11,1,0,39.74
1883541,1162949,8.98,1,0,45.6
1244257,580992,11.34,1,1,50.42
248320,1138712,13.6,1,0,100.0
1164918,97361,14.84,0,0,34.97
696758,895279,10.04,0,0,79.34
1395225,192513,9.56,1,1,25.35
1373930,1479626,5.76,1,0,65.67
812297,64677,5.13,0,0,13.74
648625,1362588,11.09,1,0,100.0
228625,1427984,5.65,1,0,100.0
936400,121939,8.8,1,1,25.66
1534809,1376452,5.04,0,0,53.06
1285063,461742,11.15,1,1,40.86
1707630,809848,9.25,0,0,43.77
1476647,858826,6.27,0,0,41.03
688011,1459277,7.96,0,0,100.0
1560858,1233750,10.7,1,0,61.11
1422471,545062,11.57,0,0,46.63
630424,172366,9.62,0,0,33.27
516205,246164,13.04,0,0,46.15
1148163,842644,6.12,1,1,52.18
1247328,873837,5.85,1,1,43.95
301376,442776,5.44,0,0,83.04
1673682,1437781,10.36,1,0,62.96
1033487,406440,12.06,1,0,42.18
967629,891618,6.31,0,0,57.74
1530228,1011743,11.39,0,0,58.79
1720708,1483865,9.77,0,0,59.89
358056,584820,14.87,1,0,100.0
834457,260126,12.17,1,0,35.13
760347,1039516,11.57,0,0,91.57
662785,1085340,10.7,0,0,99.39
1876273,1314927,14.97,1,0,62.8
1748229,1427260,14.8,1,0,68.67
1232766,153021,10.38,1,1,22.79
729992,839703,9.55,0,0,75.22
1178080,50209,9.62,1,1,21.35
928744,272071,9.28,0,0,32.52
942488,1082345,10.31,1,0,75.84
835567,856409,7.74,0,0,64.68
882568,1303790,14.27,0,0,100.0
842804,1208496,9.9,1,0,93.68
722828,1488876,13.42,1,0,100.0
678366,411732,9.75,1,1,54.61
921384,1429404,12.18,0,0,100.0
1157386,1328720,8.37,1,0,70.13
619139,960294,11.25,1,1,97.66
719777,1366327,9.98,1,0,100.0
1624764,266194,8.67,1,1,20.83
432549,406930,13.82,0,0,75.6
1802029,438550,6.13,1,1,28.97
1840067,233011,9.87,1,1,27.86
684965,723954,6.94,1,1,62.65
990546,57399,13.61,1,0,32.6
1182469,992621,7.53,1,1,55.8
236321,148662,11.33,1,0,58.33
535441,1394337,6.66,1,0,100.0
1493590,712858,9.05,1,1,41.7
356498,822592,13.99,1,0,100.0
1266348,966283,6.66,1,1,49.05
990144,423221,11.63,1,1,41.45
594583,1084023,7.05,0,0,100.0
438389,846060,9.16,0,0,100.0
839430,443545,10.41,1,1,51.53
1864600,350763,10.77,0,0,28.76
1300500,1105608,11.03,1,0,60.0
1776590,1398754,11.4,1,0,63.37
1599872,676946,7.72,1,1,32.16
1276299,957555,9.01,1,1,55.6
958470,97850,5.37,1,1,14.66
864468,329916,12.69,1,0,44.22
408786,398249,13.37,1,0,72.08
1808507,484895,6.99,1,1,23.29
886684,1036275,7.01,0,0,74.95
1463008,54576,5.42,1,1,10.16
1228400,1460124,14.7,0,0,91.84
1388575,484848,13.07,1,0,46.18
1080112,1346868,8.61,1,0,76.55
558690,860586,9.82,1,1,100.0
1139947,1377885,7.92,0,0,72.89
279973,64439,10.97,1,0,36.42
834122,1478931,12.17,1,0,100.0
1248173,1317699,9.47,1,0,68.56
1702025,813445,13.74,1,0,55.76
487681,1398483,10.17,1,0,100.0
694509,166189,6.44,0,0,24.96
1880386,1208866,11.22,1,0,54.28
1795476,1031598,9.62,1,0,51.98
425049,855896,14.36,1,0,100.0
1517191,1009540,8.92,1,0,48.77
366703,173980,9.03,0,0,41.03
964357,277021,11.51,1,1,40.74
947419,738630,10.27,0,0,63.12
1279924,1140875,8.74,1,0,66.44
1444380,791165,14.9,0,0,55.07
335832,81541,8.02,0,0,29.98
1543499,1434265,7.78,1,0,57.71
483780,525759,13.64,1,0,83.88
1854753,797358,5.03,1,1,32.19
1302127,179188,7.01,0,0,18.4
604772,258150,10.9,1,1,44.69
1915499,526186,6.62,1,1,23.33
771107,269073,14.86,0,0,45.51
1584490,530620,9.64,0,0,35.03
1208559,594444,10.97,0,0,49.3
620182,791196,6.6,1,1,75.08
1461357,718795,7.89,1,1,35.86
1701681,775010,11.15,1,1,41.88
882347,751696,10.5,0,0,64.68
1222378,1172207,12.84,0,0,68.78
913708,874341,7.69,1,1,66.15
748884,643775,11.54,1,1,70.07
1050538,988972,7.91,1,1,62.84
1225014,535825,10.87,1,1,45.69
1187471,359799,11.05,1,1,36.88
259182,477557,6.22,1,0,100.0
549307,769542,10.49,1,1,87.68
501454,1150362,5.12,1,0,100.0
1566808,118304,10.01,0,0,28.09
1901667,415750,11.98,1,1,38.79
1388554,1276162,5.73,1,0,61.61
1023346,534103,14.39,1,0,59.54
1096782,105107,9.59,1,1,20.63
1818243,572058,14.38,0,0,40.96
1720404,1343767,6.07,0,0,50.47
970188,400041,14.5,1,0,51.51
458517,1171153,6.09,0,0,100.0
1155154,789663,9.61,1,1,57.32
1688673,454062,14.38,1,0,44.38
1557133,310933,7.33,1,1,25.98
337084,332068,5.35,1,0,55.67
905475,1471913,12.93,1,0,100.0
782004,719242,10.96,1,1,67.19
1080179,1054059,10.14,0,0,73.83
948013,1099671,5.34,1,0,67.02
891738,416349,11.53,1,1,47.7
1946588,1078719,6.72,1,0,46.04
1452078,771975,14.31,1,0,52.84
344539,538409,11.86,0,0,98.52
624226,881710,12.07,1,0,95.23
1770439,101999,7.33,0,0,18.06
1370575,1379064,13.81,0,0,82.15
1363369,251587,10.38,0,0,25.25
1705949,313356,13.57,0,0,35.4
1618897,190073,7.71,1,1,19.41
212289,1177360,12.55,0,0,100.0
900336,935155,10.75,0,0,68.53
898956,393288,5.48,0,0,34.95
1505944,605656,9.05,1,1,38.06
286365,1159736,6.84,1,0,100.0
954950,731214,8.59,1,1,54.94
375211,322859,8.83,1,0,60.43
1428361,633072,9.75,1,1,45.62
1321164,441337,11.0,1,1,35.81
263646,1460364,10.71,1,0,100.0
465798,1125373,5.39,0,0,100.0
1730814,1408293,12.51,1,0,67.31
1993961,612193,14.49,1,0,42.88
929532,989077,8.49,1,1,70.38
1123945,703939,6.8,1,1,42.19
1368311,378206,10.4,0,0,30.98
355683,1404183,12.05,1,0,100.0
1106323,149596,11.79,1,1,34.5
832259,931450,11.12,0,0,81.22
736437,1096072,6.46,0,0,83.74
1610822,724502,13.37,1,0,44.69
1569909,861536,9.26,0,0,41.89
766956,58625,7.21,0,0,16.18
1655465,1399919,5.86,0,0,57.12
1194170,1481445,9.17,0,0,78.58
812492,459142,11.18,0,0,47.47
411830,343362,11.65,1,0,63.95
1445077,404060,14.63,0,0,39.48
1665461,1221758,6.53,1,0,49.44
365140,1131781,14.86,0,0,100.0
1992725,1207660,11.55,1,0,52.09
1389083,79717,9.54,1,1,18.69
425160,943724,13.88,1,0,100.0
1431897,992639,11.94,1,1,61.17
761672,1041993,8.49,1,0,81.15
721998,1399282,13.84,1,0,100.0
806217,70169,11.67,1,1,25.87
1849017,1027362,11.99,0,0,50.91
275388,858036,13.96,1,0,100.0
755689,401814,9.48,1,1,40.82
718727,426749,11.57,1,1,50.02
1975767,1449458,12.45,1,0,60.93
1892367,1492476,9.54,1,0,54.31
432601,702428,5.83,0,0,95.01
1376410,152537,12.71,1,0,31.48
1282660,685589,5.48,1,1,37.03
1500035,320151,12.18,1,0,35.22
1883505,951347,14.11,1,0,55.03
305111,1330280,8.47,1,0,100.0
1697618,1215995,6.02,0,0,50.61
629667,1402507,7.33,1,0,100.0
1911163,886014,10.62,1,1,47.13
362982,803158,14.43,1,0,100.0
498185,842214,10.12,1,0,100.0
1576401,641058,6.13,1,1,30.21
434386,1329372,11.28,1,0,100.0
1592291,865636,12.33,1,0,46.86
1445129,498402,8.93,1,1,31.87
661792,402699,12.22,0,0,51.13
701174,266096,8.25,1,1,40.08
984625,808019,12.89,1,0,62.46
851844,331833,8.41,1,1,36.31
395246,395395,7.56,0,0,69.34
1799024,1286968,13.79,1,0,64.42
446242,1031730,10.48,1,0,100.0
711083,1467285,7.85,1,0,100.0
217633,1137288,14.35,1,0,100.0
1212384,831675,11.91,1,1,55.06
1066964,286502,7.21,1,1,31.32
249104,1294925,11.15,1,0,100.0
1159125,1410352,13.7,1,0,91.31
1063663,1005535,11.96,0,0,67.22
1316964,72551,7.45,1,1,18.91
1788878,1146644,11.49,1,0,54.8
1341154,143608,11.19,1,1,32.72
889115,609849,13.21,1,0,59.59
764678,1232540,6.78,0,0,98.72
1534431,336539,12.0,0,0,34.0
1340234,297652,5.27,1,1,23.46
257993,1002155,11.96,1,0,100.0
405768,301227,14.6,0,0,62.18
1406861,378477,6.74,1,1,29.36
971148,516961,8.11,1,1,39.92
1222460,549755,10.83,1,1,43.03
1699576,754666,12.32,1,0,49.66
993853,800310,8.44,1,1,61.59
942296,1042657,11.64,0,0,79.2
742015,177192,13.99,1,0,40.11
1098850,930670,12.27,1,0,66.94
1777222,1428148,12.11,1,0,67.56
1575828,997258,8.82,0,0,54.21
457681,375499,14.11,1,0,70.58
294018,512176,7.77,1,0,100.0
1635177,832780,7.05,1,1,36.75
1542630,288826,8.64,0,0,23.63
1899752,800782,11.5,1,1,47.64
429104,531809,13.62,0,0,94.13
1042186,1284832,6.32,1,0,76.26
393510,1042934,13.14,1,0,100.0
1358423,222905,13.13,1,0,32.96
1693293,443781,10.87,1,1,36.12
654162,1116978,12.61,1,0,100.0
1024899,1272493,6.82,1,0,75.54
1135129,1111410,6.7,0,0,63.68
1544613,642138,13.63,0,0,46.15
1324905,87180,9.98,1,1,24.66
1279583,1495675,7.46,1,0,75.09
1208806,683976,11.89,0,0,55.43
894892,1305235,13.92,1,0,100.0
1564973,1467240,11.32,1,0,67.72
1260899,1225711,8.47,1,0,65.05
1097767,204195,9.83,0,0,25.16
1360932,647726,12.52,1,0,46.41
835232,685779,5.68,1,1,52.62
404451,572741,7.17,1,0,81.15
1527176,460789,9.63,1,1,35.05
755655,407054,11.04,1,1,47.92
1303200,1155070,8.39,1,0,56.44
603322,455504,7.98,1,1,53.05
1483141,1039924,5.41,1,0,43.69
268008,429989,5.33,1,0,86.55
577539,781455,7.79,1,1,81.17
316492,1153248,10.31,0,0,100.0
272240,119224,10.56,0,0,41.57
1575035,1079922,9.94,1,0,52.83
1186753,284745,9.1,0,0,29.49
925947,104796,7.52,1,1,16.62
472900,1484497,9.01,1,0,100.0
661227,316167,6.39,1,1,39.05
1547098,787996,6.15,0,0,36.14
335327,1266383,8.0,1,0,100.0
849991,613506,14.95,1,0,64.06
1042981,979717,8.26,1,1,68.33
365575,565729,14.36,1,0,100.0
1243445,1328342,8.92,1,0,72.3
1748075,864892,9.39,1,1,40.72
693948,901112,12.97,0,0,91.04
1555833,1129593,5.94,1,0,48.98
1846933,1066040,6.82,1,0,39.33
429189,404182,14.74,1,0,72.8
598465,998494,10.06,0,0,100.0
451051,593803,5.44,1,0,80.64
1136705,450850,5.47,1,1,32.37
849829,258106,14.07,1,0,46.94
913936,996881,13.73,1,0,77.95
1760354,869433,9.58,0,0,46.15
980641,770566,6.63,1,1,50.4
